transaction_id,date,time,client_id,amount,merchant,merchant_city,merchant_state
16775599,08.10.2015,09:32,1098,48.18 USD,merchant: 39632,Alta,IA
16775600,08.10.2015,09:32,1526,85.37 USD,merchant: 77541,Burney,CA
16775601,08.10.2015,09:32,1993,10.03 USD,merchant: 83480,Sunnyvale,CA
16775602,08.10.2015,09:33,60,117.72 USD,merchant: 20561,Spencerport,NY
16775604,08.10.2015,09:33,952,117.32 USD,merchant: 32175,East Falmouth,MA
16775606,08.10.2015,09:33,1888,-53.00 USD,merchant: 59935,Farmington,MN
16775607,08.10.2015,09:34,100,59.72 USD,merchant: 94123,High Point,NC
16775608,08.10.2015,09:34,205,12.82 USD,merchant: 83480,Great Falls,MT
16775609,08.10.2015,09:34,822,0.28 USD,merchant: 17209,Chula Vista,CA
16775610,08.10.2015,09:35,254,80.00 USD,merchant: 27092,Saint James,MN
16775611,08.10.2015,09:36,1557,110.60 USD,merchant: 83092,Beaverton,OR
16775612,08.10.2015,09:36,1635,3.96 USD,merchant: 22204,Jamaica,NY
16775613,08.10.2015,09:36,1776,79.00 USD,merchant: 43293,Nashport,OH
16775614,08.10.2015,09:37,42,6.82 USD,merchant: 81833,Valdosta,GA
16775616,08.10.2015,09:37,451,62.91 USD,merchant: 18131,Garland,TX
16775619,08.10.2015,09:37,1581,15.50 USD,merchant: 20561,Arnold,MO
16775621,08.10.2015,09:38,327,48.25 USD,merchant: 11468,Saint Johnsbury,VT
16775622,08.10.2015,09:38,1022,1.93 USD,merchant: 50783,Greenville,SC
16775623,08.10.2015,09:38,1718,138.56 USD,merchant: 25404,West Covina,CA
16775624,08.10.2015,09:38,1776,40.00 USD,merchant: 43293,Nashport,OH
16775626,08.10.2015,09:39,282,27.05 USD,merchant: 32858,Mission,TX
16775627,08.10.2015,09:39,1347,5.09 USD,merchant: 95892,West Fork,AR
16775628,08.10.2015,09:39,1942,4.25 USD,merchant: 78624,New York,NY
16775629,08.10.2015,09:40,60,86.40 USD,merchant: 20561,Spencerport,NY
16775630,08.10.2015,09:40,837,159.14 USD,merchant: 65573,Lost Creek,WV
16775631,08.10.2015,09:40,962,21.68 USD,merchant: 20519,Medford,WI
16775632,08.10.2015,09:40,1662,35.27 USD,merchant: 75781,Carlyle,IL
16775633,08.10.2015,09:40,1888,77.62 USD,merchant: 59935,Farmington,MN
16775634,08.10.2015,09:41,683,2.51 USD,merchant: 40437,State College,PA
16775635,08.10.2015,09:41,877,96.97 USD,merchant: 96642,Mesa,AZ
16775638,08.10.2015,09:43,38,3.78 USD,merchant: 61195,Montreal,Canada
16775639,08.10.2015,09:43,1528,54.88 USD,merchant: 94123,Shreveport,LA
16775640,08.10.2015,09:43,1776,-79.00 USD,merchant: 43293,Nashport,OH
16775642,08.10.2015,09:44,506,7.34 USD,merchant: 50783,Sheffield,PA
16775643,08.10.2015,09:44,1332,10.57 USD,merchant: 85915,Fremont,NH
16775644,08.10.2015,09:45,63,6.59 USD,merchant: 44722,Newark,NJ
16775645,08.10.2015,09:45,566,13.73 USD,merchant: 72515,Imlay City,MI
16775646,08.10.2015,09:45,1026,30.90 USD,merchant: 81536,Mendota,CA
16775647,08.10.2015,09:46,247,87.87 USD,merchant: 69345,Lake Charles,LA
16775648,08.10.2015,09:46,831,50.66 USD,merchant: 40475,Arlington Heights,IL
16775649,08.10.2015,09:46,1079,200.00 USD,merchant: 27092,Roslyn,NY
16775651,08.10.2015,09:47,394,35.71 USD,merchant: 34103,Stamford,CT
16775652,08.10.2015,09:47,526,7.96 USD,merchant: 75781,Miami,FL
16775654,08.10.2015,09:47,1449,3.33 USD,merchant: 56431,Milledgeville,GA
16775655,08.10.2015,09:47,1988,218.47 USD,merchant: 86616,Miami,FL
16775656,08.10.2015,09:49,142,8.98 USD,merchant: 50867,Poughkeepsie,NY
16775657,08.10.2015,09:49,678,22.47 USD,merchant: 69809,Buffalo,NY
16775658,08.10.2015,09:49,1581,11.04 USD,merchant: 87210,Arnold,MO
16775660,08.10.2015,09:50,1253,114.10 USD,merchant: 36934,Branford,CT
16775663,08.10.2015,09:51,773,11.40 USD,merchant: 70979,Rainsville,AL
16775664,08.10.2015,09:51,859,2.36 USD,merchant: 30121,East Weymouth,MA
16775665,08.10.2015,09:51,1209,109.17 USD,merchant: 86410,New City,NY
16775667,08.10.2015,09:52,55,1.97 USD,merchant: 14528,Richmond,CA
16775669,08.10.2015,09:52,285,3.95 USD,merchant: 59935,Watsonville,CA
16775671,08.10.2015,09:52,1008,8.84 USD,merchant: 75781,Dayton,OH
16775672,08.10.2015,09:52,1018,18.71 USD,merchant: 82233,Palm Coast,FL
16775673,08.10.2015,09:52,1596,57.77 USD,merchant: 32175,Sylmar,CA
16775675,08.10.2015,09:53,1662,24.02 USD,merchant: 76959,Belleville,IL
16775676,08.10.2015,09:53,1817,120.00 USD,merchant: 27092,Texas City,TX
16775677,08.10.2015,09:54,141,8.83 USD,merchant: 20519,Bergheim,TX
16775678,08.10.2015,09:54,285,43.31 USD,merchant: 20561,Watsonville,CA
16775679,08.10.2015,09:54,360,1.40 USD,merchant: 72351,Woodbine,NJ
16775681,08.10.2015,09:54,1976,18.70 USD,merchant: 14483,Hampstead,MD
16775682,08.10.2015,09:55,199,40.93 USD,merchant: 11468,Carrollton,TX
16775684,08.10.2015,09:55,528,14.88 USD,merchant: 24504,Merrill,IA
16775685,08.10.2015,09:55,831,142.21 USD,merchant: 46284,Central City,IA
16775686,08.10.2015,09:55,1621,33.68 USD,merchant: 79927,San Diego,CA
16775687,08.10.2015,09:55,1727,32.89 USD,merchant: 81833,Columbia,SC
16775688,08.10.2015,09:56,208,93.41 USD,merchant: 89135,Bothell,WA
16775689,08.10.2015,09:56,845,1.58 USD,merchant: 35451,Fort Walton Beach,FL
16775692,08.10.2015,09:57,69,2.05 USD,merchant: 59935,Pittsburgh,PA
16775695,08.10.2015,09:57,825,143.88 USD,merchant: 93412,La Verne,CA
16775696,08.10.2015,09:58,357,8.58 USD,merchant: 72351,Boston,MA
16775697,08.10.2015,09:58,602,29.75 USD,merchant: 67570,Sanford,NC
16775698,08.10.2015,09:58,1888,53.00 USD,merchant: 59935,Farmington,MN
16775699,08.10.2015,09:59,59,37.17 USD,merchant: 13371,Silver City,NM
16775700,08.10.2015,09:59,421,2.61 USD,merchant: 59397,Cedar Rapids,IA
16775702,08.10.2015,09:59,1955,29.84 USD,merchant: 91128,Alton,NY
16775705,08.10.2015,10:00,1356,-54.00 USD,merchant: 22204,Conrath,WI
16775706,08.10.2015,10:00,1385,9.15 USD,merchant: 3244,Minneapolis,MN
16775708,08.10.2015,10:01,649,120.00 USD,merchant: 27092,Glenview,IL
16775709,08.10.2015,10:01,1282,-66.00 USD,merchant: 59935,Billings,MT
16775711,08.10.2015,10:01,1633,33.41 USD,merchant: 60569,Mesa,AZ
16775712,08.10.2015,10:02,59,192.54 USD,merchant: 53937,Silver City,NM
16775713,08.10.2015,10:02,123,0.20 USD,merchant: 98648,Griffin,GA
16775714,08.10.2015,10:02,1685,13.24 USD,merchant: 56129,Scottsdale,AZ
16775715,08.10.2015,10:03,408,9.82 USD,merchant: 72351,Brownwood,TX
16775716,08.10.2015,10:03,1356,48.55 USD,merchant: 22204,Conrath,WI
16775717,08.10.2015,10:03,1827,23.52 USD,merchant: 60644,Valley Center,CA
16775720,08.10.2015,10:05,866,14.61 USD,merchant: 10126,Pittsburgh,PA
16775722,08.10.2015,10:06,1168,109.87 USD,merchant: 60569,Blackwood,NJ
16775723,08.10.2015,10:06,1323,80.00 USD,merchant: 27092,Benson,AZ
16775724,08.10.2015,10:06,1403,47.66 USD,merchant: 75227,Beaverdam,VA
16775725,08.10.2015,10:06,1581,8.44 USD,merchant: 75781,Ballwin,MO
16775726,08.10.2015,10:06,1662,3.22 USD,merchant: 59935,Belleville,IL
16775727,08.10.2015,10:06,1881,2.24 USD,merchant: 50783,Dearborn,MI
16775728,08.10.2015,10:07,843,24.90 USD,merchant: 95493,Cicero,IL
16775729,08.10.2015,10:07,1282,66.00 USD,merchant: 59935,Billings,MT
16775731,08.10.2015,10:07,1742,8.41 USD,merchant: 67346,Noblesville,IN
16775732,08.10.2015,10:08,524,88.00 USD,merchant: 59935,Saint Albans,WV
16775734,08.10.2015,10:08,1028,49.60 USD,merchant: 75781,Chicago,IL
16775735,08.10.2015,10:08,1492,9.34 USD,merchant: 83480,Black Diamond,WA
16775736,08.10.2015,10:09,144,91.10 USD,merchant: 74557,Hot Springs National Park,AR
16775737,08.10.2015,10:09,261,4.51 USD,merchant: 31007,Rancho Santa Fe,CA
16775738,08.10.2015,10:09,525,4.73 USD,merchant: 77430,Mokelumne Hill,CA
16775739,08.10.2015,10:09,872,2.76 USD,merchant: 14528,Johnson City,TN
16775740,08.10.2015,10:09,939,7.03 USD,merchant: 59935,Lancaster,PA
16775741,08.10.2015,10:09,1168,80.32 USD,merchant: 61195,Berkeley Heights,NJ
16775742,08.10.2015,10:09,1442,83.26 USD,merchant: 50783,Hailey,ID
16775743,08.10.2015,10:09,1459,85.00 USD,merchant: 50867,Albuquerque,NM
16775744,08.10.2015,10:10,1080,1.07 USD,merchant: 87010,Eastman,GA
16775746,08.10.2015,10:11,598,43.21 USD,merchant: 30170,Franconia,NH
16775751,08.10.2015,10:12,1078,3.72 USD,merchant: 75781,Normal,IL
16775752,08.10.2015,10:13,734,1.88 USD,merchant: 35451,Buffalo,NY
16775753,08.10.2015,10:13,1168,93.00 USD,merchant: 61195,Berkeley Heights,NJ
16775755,08.10.2015,10:13,1983,55.83 USD,merchant: 14409,Laguna Beach,CA
16775756,08.10.2015,10:14,489,38.56 USD,merchant: 32175,York,NE
16775759,08.10.2015,10:14,1173,87.09 USD,merchant: 32175,Casper,WY
16775761,08.10.2015,10:15,747,9.08 USD,merchant: 81833,Lima,OH
16775762,08.10.2015,10:15,856,15.60 USD,merchant: 59935,Bethesda,MD
16775763,08.10.2015,10:15,1376,57.49 USD,merchant: 18215,Round Rock,TX
16775764,08.10.2015,10:16,4,27.36 USD,merchant: 75781,Seattle,WA
16775766,08.10.2015,10:16,305,1.63 USD,merchant: 14528,Auburn,NY
16775767,08.10.2015,10:16,434,3.58 USD,merchant: 50783,Ames,IA
16775769,08.10.2015,10:16,869,93.17 USD,merchant: 68751,Armuchee,GA
16775770,08.10.2015,10:16,1073,15.05 USD,merchant: 65677,Pierceton,IN
16775772,08.10.2015,10:16,1644,4.68 USD,merchant: 75781,Williamston,SC
16775773,08.10.2015,10:16,1817,140.00 USD,merchant: 27092,Texas City,TX
16775774,08.10.2015,10:17,146,28.77 USD,merchant: 34490,Downers Grove,IL
16775775,08.10.2015,10:17,1459,-85.00 USD,merchant: 50867,Albuquerque,NM
16775776,08.10.2015,10:18,524,10.61 USD,merchant: 59935,Saint Albans,WV
16775777,08.10.2015,10:18,547,8.73 USD,merchant: 75936,Delavan,WI
16775778,08.10.2015,10:18,652,2.47 USD,merchant: 59935,Mansfield,OH
16775779,08.10.2015,10:18,924,2.94 USD,merchant: 61195,Lebanon,IN
16775780,08.10.2015,10:18,1168,-93.00 USD,merchant: 61195,Berkeley Heights,NJ
16775781,08.10.2015,10:19,285,4.09 USD,merchant: 20519,San Jose,CA
16775783,08.10.2015,10:19,643,24.63 USD,merchant: 33395,Saint Albans,NY
16775786,08.10.2015,10:19,1467,7.76 USD,merchant: 12467,Troy,MI
16775787,08.10.2015,10:19,1516,30.84 USD,merchant: 50783,Moss Landing,CA
16775789,08.10.2015,10:19,1727,112.40 USD,merchant: 32175,Columbia,SC
16775790,08.10.2015,10:20,394,26.80 USD,merchant: 34103,Stamford,CT
16775791,08.10.2015,10:20,430,27.55 USD,merchant: 48221,Blairsville,GA
16775793,08.10.2015,10:20,1648,2.77 USD,merchant: 14528,Mendham,NJ
16775795,08.10.2015,10:21,247,118.43 USD,merchant: 47395,Lake Charles,LA
16775797,08.10.2015,10:21,595,1.95 USD,merchant: 83271,Cary,NC
16775801,08.10.2015,10:22,524,-88.00 USD,merchant: 59935,Saint Albans,WV
16775803,08.10.2015,10:22,1003,6.78 USD,merchant: 75781,Playa Vista,CA
16775804,08.10.2015,10:22,1259,7.67 USD,merchant: 22204,Wilton,CT
16775805,08.10.2015,10:23,1002,80.00 USD,merchant: 27092,Bakersfield,CA
16775807,08.10.2015,10:23,1356,54.00 USD,merchant: 22204,Conrath,WI
16775808,08.10.2015,10:24,273,8.41 USD,merchant: 2985,Hubbard,OH
16775810,08.10.2015,10:24,1519,2.10 USD,merchant: 25887,Laurel,MT
16775811,08.10.2015,10:24,1742,140.00 USD,merchant: 27092,Clayton,IN
16775812,08.10.2015,10:25,380,76.31 USD,merchant: 75781,Des Moines,IA
16775814,08.10.2015,10:25,1853,11.92 USD,merchant: 20561,Stanberry,MO
16775815,08.10.2015,10:26,329,1.85 USD,merchant: 86438,Alpine,CA
16775816,08.10.2015,10:27,1459,49.13 USD,merchant: 50867,Albuquerque,NM
16775817,08.10.2015,10:27,1788,43.44 USD,merchant: 97512,Raceland,LA
16775818,08.10.2015,10:27,1909,1.52 USD,merchant: 61195,Los Angeles,CA
16775819,08.10.2015,10:28,550,31.93 USD,merchant: 11468,Puyallup,WA
16775821,08.10.2015,10:28,1654,121.64 USD,merchant: 86959,Warwick,RI
16775822,08.10.2015,10:28,1973,43.92 USD,merchant: 68751,Evans,GA
16775824,08.10.2015,10:29,576,29.94 USD,merchant: 89263,Marietta,GA
16775826,08.10.2015,10:29,1282,79.85 USD,merchant: 59935,Billings,MT
16775827,08.10.2015,10:30,430,6.29 USD,merchant: 98648,Blairsville,GA
16775829,08.10.2015,10:30,1605,13.47 USD,merchant: 68724,Robards,KY
16775830,08.10.2015,10:30,1742,27.06 USD,merchant: 60569,Brownsburg,IN
16775833,08.10.2015,10:32,379,61.00 USD,merchant: 59935,Mobile,AL
16775834,08.10.2015,10:32,447,38.26 USD,merchant: 54850,Indianapolis,IN
16775835,08.10.2015,10:32,826,16.29 USD,merchant: 84355,Dacula,GA
16775836,08.10.2015,10:32,1189,6.03 USD,merchant: 15644,Albany,NY
16775837,08.10.2015,10:32,1367,91.60 USD,merchant: 50783,Green Bay,WI
16775838,08.10.2015,10:32,1456,22.24 USD,merchant: 71667,Louisville,MS
16775839,08.10.2015,10:32,1516,25.78 USD,merchant: 19252,Milpitas,CA
16775841,08.10.2015,10:33,757,8.80 USD,merchant: 83268,Brooklyn,NY
16775844,08.10.2015,10:33,1490,83.02 USD,merchant: 51840,Commerce City,CO
16775845,08.10.2015,10:33,1759,16.83 USD,merchant: 81536,Poway,CA
16775846,08.10.2015,10:34,44,-80.00 USD,merchant: 72351,Oakland,OR
16775848,08.10.2015,10:34,1503,141.42 USD,merchant: 86616,Montgomery,AL
16775849,08.10.2015,10:34,1700,10.60 USD,merchant: 87625,Baton Rouge,LA
16775850,08.10.2015,10:35,408,160.00 USD,merchant: 27092,San Angelo,TX
16775851,08.10.2015,10:35,1413,9.63 USD,merchant: 82981,Washington,IN
16775852,08.10.2015,10:35,1908,94.55 USD,merchant: 60569,Somerville,TN
16775854,08.10.2015,10:36,1027,80.54 USD,merchant: 23242,Olathe,KS
16775855,08.10.2015,10:36,1323,40.00 USD,merchant: 27092,Benson,AZ
16775856,08.10.2015,10:36,1682,77.26 USD,merchant: 90513,Grand Forks,ND
16775857,08.10.2015,10:37,592,80.00 USD,merchant: 27092,Hendersonville,NC
16775858,08.10.2015,10:37,837,92.45 USD,merchant: 7479,Morgantown,WV
16775859,08.10.2015,10:37,1473,52.08 USD,merchant: 48919,Nixa,MO
16775860,08.10.2015,10:38,17,35.07 USD,merchant: 90865,Boone,NC
16775862,08.10.2015,10:38,1340,100.00 USD,merchant: 27092,Houston,TX
16775863,08.10.2015,10:38,1422,29.33 USD,merchant: 75113,Angier,NC
16775865,08.10.2015,10:39,477,160.00 USD,merchant: 27092,Guilford,ME
16775866,08.10.2015,10:39,940,36.40 USD,merchant: 11468,Miami,FL
16775867,08.10.2015,10:39,1335,67.82 USD,merchant: 9064,Ladera Ranch,CA
16775868,08.10.2015,10:39,1664,24.95 USD,merchant: 28562,Ann Arbor,MI
16775869,08.10.2015,10:40,884,31.72 USD,merchant: 29784,Grand Rapids,MI
16775870,08.10.2015,10:40,1340,60.00 USD,merchant: 27092,Houston,TX
16775872,08.10.2015,10:41,984,140.00 USD,merchant: 27092,Mims,FL
16775874,08.10.2015,10:41,1664,12.99 USD,merchant: 38808,Ann Arbor,MI
16775877,08.10.2015,10:42,1877,157.77 USD,merchant: 48919,Frisco,TX
16775878,08.10.2015,10:43,96,74.22 USD,merchant: 50783,Yorba Linda,CA
16775879,08.10.2015,10:43,408,9.47 USD,merchant: 98648,Brownwood,TX
16775880,08.10.2015,10:43,511,92.68 USD,merchant: 75781,Tucson,AZ
16775882,08.10.2015,10:43,641,16.45 USD,merchant: 89100,Miami,FL
16775883,08.10.2015,10:43,1770,19.07 USD,merchant: 83480,Lake Worth,FL
16775885,08.10.2015,10:44,1718,10.13 USD,merchant: 55049,West Covina,CA
16775886,08.10.2015,10:44,1820,123.08 USD,merchant: 65881,Miami,FL
16775887,08.10.2015,10:45,230,0.00 USD,merchant: 27092,Benton,LA
16775888,08.10.2015,10:45,628,86.06 USD,merchant: 45854,Mumbai,India
16775890,08.10.2015,10:45,705,19.01 USD,merchant: 73250,Walnut Creek,CA
16775891,08.10.2015,10:45,1123,116.43 USD,merchant: 86616,Linden,NC
16775892,08.10.2015,10:45,1173,199.38 USD,merchant: 36571,Casper,WY
16775894,08.10.2015,10:46,376,51.92 USD,merchant: 26909,Williamstown,NJ
16775897,08.10.2015,10:47,338,355.00 USD,merchant: 15426,Grand Island,NY
16775900,08.10.2015,10:47,1190,14.75 USD,merchant: 16222,Summerville,SC
16775901,08.10.2015,10:47,1198,1.59 USD,merchant: 5248,Georgetown,TX
16775902,08.10.2015,10:47,1678,103.20 USD,merchant: 82570,Wethersfield,CT
16775903,08.10.2015,10:47,1966,40.46 USD,merchant: 36934,Paragould,AR
16775904,08.10.2015,10:48,379,-61.00 USD,merchant: 59935,Mobile,AL
16775905,08.10.2015,10:48,1428,23.38 USD,merchant: 71667,Fort Lauderdale,FL
16775907,08.10.2015,10:48,1529,0.26 USD,merchant: 14528,Pompano Beach,FL
16775909,08.10.2015,10:49,630,100.00 USD,merchant: 27092,Hamptonville,NC
16775910,08.10.2015,10:49,1196,75.65 USD,merchant: 40210,Kingman,AZ
16775911,08.10.2015,10:49,1766,2.64 USD,merchant: 19964,Milwaukee,WI
16775912,08.10.2015,10:49,1898,10.23 USD,merchant: 16133,Montgomery,AL
16775913,08.10.2015,10:50,44,26.79 USD,merchant: 72351,Oakland,OR
16775914,08.10.2015,10:50,1213,9.23 USD,merchant: 92883,Concord,CA
16775915,08.10.2015,10:51,920,34.62 USD,merchant: 60926,Albuquerque,NM
16775921,08.10.2015,10:53,658,23.82 USD,merchant: 83480,Gainesville,FL
16775922,08.10.2015,10:53,1516,17.76 USD,merchant: 49239,Milpitas,CA
16775923,08.10.2015,10:53,1712,11.12 USD,merchant: 75936,Dallas,TX
16775924,08.10.2015,10:54,44,80.00 USD,merchant: 72351,Oakland,OR
16775925,08.10.2015,10:54,60,123.31 USD,merchant: 2177,Sodus,NY
16775926,08.10.2015,10:54,231,10.58 USD,merchant: 75781,Fayetteville,NC
16775927,08.10.2015,10:54,1135,140.00 USD,merchant: 27092,Torrance,CA
16775932,08.10.2015,10:55,799,20.26 USD,merchant: 80183,Buffalo,NY
16775934,08.10.2015,10:55,1052,16.41 USD,merchant: 50783,Pittsburg,CA
16775935,08.10.2015,10:55,1936,31.02 USD,merchant: 86410,Rutland,VT
16775936,08.10.2015,10:56,178,7.79 USD,merchant: 60188,Richwoods,MO
16775938,08.10.2015,10:56,628,17.19 USD,merchant: 79664,Mumbai,India
16775939,08.10.2015,10:56,729,1.65 USD,merchant: 88374,New York,NY
16775940,08.10.2015,10:56,1687,120.00 USD,merchant: 27092,Rio Rancho,NM
16775941,08.10.2015,10:57,379,48.13 USD,merchant: 59935,Mobile,AL
16775942,08.10.2015,10:57,940,10.34 USD,merchant: 28079,Miami,FL
16775943,08.10.2015,10:57,1006,80.83 USD,merchant: 39688,Hobart,IN
16775944,08.10.2015,10:57,1006,80.00 USD,merchant: 27092,La Porte,IN
16775945,08.10.2015,10:57,1486,8.56 USD,merchant: 88735,Glade Valley,NC
16775946,08.10.2015,10:57,1618,8.52 USD,merchant: 59397,Mount Vernon,NY
16775948,08.10.2015,10:57,1849,56.62 USD,merchant: 53227,Tacoma,WA
16775949,08.10.2015,10:58,57,2.74 USD,merchant: 14528,Tucson,AZ
16775951,08.10.2015,10:58,790,18.57 USD,merchant: 10590,Lakeside,CA
16775952,08.10.2015,10:58,1104,12.98 USD,merchant: 75781,Pompano Beach,FL
16775954,08.10.2015,10:58,1227,10.45 USD,merchant: 75781,Romulus,MI
16775955,08.10.2015,10:59,1140,10.84 USD,merchant: 43143,Lawrence,KS
16775956,08.10.2015,10:59,1735,4.05 USD,merchant: 23525,Vero Beach,FL
16775958,08.10.2015,11:00,814,96.99 USD,merchant: 60569,Vero Beach,FL
16775959,08.10.2015,11:00,847,13.79 USD,merchant: 32606,Red Oak,OK
16775961,08.10.2015,11:00,1551,35.16 USD,merchant: 51329,Lincoln,IL
16775962,08.10.2015,11:01,349,5.84 USD,merchant: 68335,North Lawrence,OH
16775963,08.10.2015,11:01,814,65.03 USD,merchant: 83229,Palm Bay,FL
16775966,08.10.2015,11:02,940,10.33 USD,merchant: 46284,Miami,FL
16775967,08.10.2015,11:02,1022,9.07 USD,merchant: 26810,Greenville,SC
16775969,08.10.2015,11:02,1581,-80.00 USD,merchant: 61195,Arnold,MO
16775970,08.10.2015,11:02,1623,21.05 USD,merchant: 18215,Paducah,KY
16775972,08.10.2015,11:03,597,57.04 USD,merchant: 61195,San Francisco,CA
16775975,08.10.2015,11:04,128,100.00 USD,merchant: 27092,Houston,TX
16775976,08.10.2015,11:04,244,117.36 USD,merchant: 20561,Panama City,FL
16775977,08.10.2015,11:04,957,19.13 USD,merchant: 98374,Germantown,MD
16775978,08.10.2015,11:04,1317,145.38 USD,merchant: 32858,Bridgewater,NJ
16775979,08.10.2015,11:05,128,53.07 USD,merchant: 18215,Houston,TX
16775981,08.10.2015,11:05,464,-96.00 USD,merchant: 59935,Orlando,FL
16775982,08.10.2015,11:05,810,80.00 USD,merchant: 27092,Louisville,KY
16775983,08.10.2015,11:05,1644,4.59 USD,merchant: 6827,Westminster,SC
16775985,08.10.2015,11:06,185,2.45 USD,merchant: 20519,Elizabeth,NJ
16775986,08.10.2015,11:06,577,10.83 USD,merchant: 61195,Tucson,AZ
16775987,08.10.2015,11:06,646,17.48 USD,merchant: 59397,Cleveland,OH
16775989,08.10.2015,11:06,891,9.24 USD,merchant: 25887,Van Buren,AR
16775990,08.10.2015,11:06,1818,74.63 USD,merchant: 25641,Virginia Beach,VA
16775991,08.10.2015,11:06,1881,36.77 USD,merchant: 48618,Dearborn Heights,MI
16775992,08.10.2015,11:07,118,21.88 USD,merchant: 2255,Birmingham,AL
16775993,08.10.2015,11:07,156,16.17 USD,merchant: 86417,Fontana,CA
16775997,08.10.2015,11:08,791,37.01 USD,merchant: 69956,Fullerton,CA
16775998,08.10.2015,11:08,914,27.52 USD,merchant: 89069,Wichita,KS
16775999,08.10.2015,11:08,1130,2.98 USD,merchant: 59935,Vancouver,WA
16776001,08.10.2015,11:09,464,96.00 USD,merchant: 59935,Orlando,FL
16776002,08.10.2015,11:09,547,38.40 USD,merchant: 28460,Delavan,WI
16776003,08.10.2015,11:09,597,-66.00 USD,merchant: 61195,San Francisco,CA
16776005,08.10.2015,11:09,1512,8.70 USD,merchant: 50783,Indianapolis,IN
16776006,08.10.2015,11:09,1546,14.33 USD,merchant: 92645,Pittsfield,NH
16776008,08.10.2015,11:10,39,67.65 USD,merchant: 61195,Old Saybrook,CT
16776009,08.10.2015,11:10,81,21.07 USD,merchant: 12188,Seguin,TX
16776010,08.10.2015,11:10,213,25.02 USD,merchant: 86410,Grand Prairie,TX
16776012,08.10.2015,11:10,1699,14.17 USD,merchant: 57758,San Jose,CA
16776013,08.10.2015,11:10,1877,103.17 USD,merchant: 60569,Frisco,TX
16776014,08.10.2015,11:11,154,80.00 USD,merchant: 27092,Newton Grove,NC
16776015,08.10.2015,11:11,230,8.82 USD,merchant: 81833,Baton Rouge,LA
16776016,08.10.2015,11:11,628,14.12 USD,merchant: 94983,Mumbai,India
16776017,08.10.2015,11:11,659,47.85 USD,merchant: 32175,Dallas,TX
16776019,08.10.2015,11:11,827,11.51 USD,merchant: 75781,Utica,NY
16776020,08.10.2015,11:11,1251,39.34 USD,merchant: 32858,Lakeside,CA
16776021,08.10.2015,11:11,1256,32.69 USD,merchant: 95355,Stratford,CT
16776022,08.10.2015,11:12,252,56.81 USD,merchant: 34490,Springboro,OH
16776024,08.10.2015,11:12,1581,45.45 USD,merchant: 61195,Arnold,MO
16776025,08.10.2015,11:13,106,9.62 USD,merchant: 30928,Indianapolis,IN
16776027,08.10.2015,11:14,538,10.57 USD,merchant: 83480,Vanceboro,NC
16776028,08.10.2015,11:14,1019,9.89 USD,merchant: 35451,Baldwin Park,CA
16776029,08.10.2015,11:14,1052,18.03 USD,merchant: 37076,Pinole,CA
16776030,08.10.2015,11:14,1147,24.82 USD,merchant: 66047,Whitehouse Station,NJ
16776031,08.10.2015,11:14,1362,13.24 USD,merchant: 15776,Burke,VA
16776033,08.10.2015,11:14,1654,91.99 USD,merchant: 60569,Lincoln,RI
16776034,08.10.2015,11:14,1834,7.88 USD,merchant: 42779,Lubbock,TX
16776036,08.10.2015,11:15,291,12.67 USD,merchant: 50783,Dalton,GA
16776037,08.10.2015,11:15,386,14.88 USD,merchant: 5499,Worcester,MA
16776038,08.10.2015,11:15,597,66.00 USD,merchant: 61195,San Francisco,CA
16776040,08.10.2015,11:16,1145,188.57 USD,merchant: 13874,Appleton,WI
16776044,08.10.2015,11:17,1877,165.25 USD,merchant: 60569,Frisco,TX
16776046,08.10.2015,11:18,1370,13.63 USD,merchant: 2177,Canon City,CO
16776047,08.10.2015,11:18,1467,19.98 USD,merchant: 61195,Brunswick,OH
16776048,08.10.2015,11:18,1964,2.71 USD,merchant: 50783,Coats,NC
16776049,08.10.2015,11:19,46,20.36 USD,merchant: 50867,Kew Gardens,NY
16776050,08.10.2015,11:19,134,3.05 USD,merchant: 2177,El Paso,TX
16776051,08.10.2015,11:19,1500,12.63 USD,merchant: 50783,Berkeley,CA
16776052,08.10.2015,11:19,1710,7.94 USD,merchant: 60569,Brandon,WI
16776055,08.10.2015,11:20,1898,13.93 USD,merchant: 92757,Montgomery,AL
16776056,08.10.2015,11:21,213,11.77 USD,merchant: 78454,Garland,TX
16776057,08.10.2015,11:21,230,18.09 USD,merchant: 73873,Baton Rouge,LA
16776058,08.10.2015,11:22,261,291.35 USD,merchant: 68016,San Marcos,CA
16776059,08.10.2015,11:22,285,25.72 USD,merchant: 17707,Watsonville,CA
16776060,08.10.2015,11:22,987,23.54 USD,merchant: 60569,Glen Burnie,MD
16776061,08.10.2015,11:22,1717,13.43 USD,merchant: 24301,Orchard Park,NY
16776064,08.10.2015,11:23,488,2.57 USD,merchant: 22204,Los Fresnos,TX
16776065,08.10.2015,11:23,699,12.58 USD,merchant: 75936,Effingham,IL
16776066,08.10.2015,11:23,1366,18.79 USD,merchant: 61195,Jacksonville,FL
16776068,08.10.2015,11:23,1678,10.88 USD,merchant: 22204,West Hartford,CT
16776069,08.10.2015,11:23,1818,36.20 USD,merchant: 76091,Virginia Beach,VA
16776070,08.10.2015,11:24,464,67.31 USD,merchant: 59935,Orlando,FL
